,Rentrée scolaire,Académie,Code du département,Département,UAI,Nom de l'établissment,Code INSEE de la commune,Nom de la commune,Secteur,IPS
344,2021-2022,TOULOUSE,032,GERS,0320074G,COLLEGE VASCONIE,32252,MIELAN,public,99.0
345,2021-2022,TOULOUSE,032,GERS,0320740F,COLLEGE FRANCOISE HERITIER,32160,L ISLE JOURDAIN,public,123.3
540,2021-2022,TOULOUSE,046,LOT,0460018V,COLLEGE LA CHATAIGNERAIE,46160,LATRONQUIERE,public,101.3
541,2021-2022,TOULOUSE,046,LOT,0460027E,COLLEGE SALVIAC,46297,SALVIAC,public,104.6
840,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650015N,COLLEGE LA SERRE DE SARSAN,65286,LOURDES,public,94.5
841,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650017R,COLLEGE DE LA BAROUSSE,65287,LOURES BAROUSSE,public,110.7
842,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650020U,COLLEGE DU HAUT LAVEDAN,65362,PIERREFITTE NESTALAS,public,97.4
843,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650022W,COLLEGE BEAULIEU,65389,SAINT LAURENT DE NESTE,public,108.9
844,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650031F,COLLEGE DESAIX,65440,TARBES,public,86.7
845,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650050B,COLLEGE VOLTAIRE,65440,TARBES,public,102.5
846,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650075D,COLLEGE PRIVE SAINT MARTIN,65460,VIC EN BIGORRE,privé sous contrat,96.1
847,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650084N,COLLEGE GASTON FEBUS,65258,LANNEMEZAN,public,101.8
848,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650088T,COLLEGE PAUL VALERY,65417,SEMEAC,public,104.0
1135,2021-2022,TOULOUSE,081,TARN,0810019F,COLLEGE DU VAL CEROU,81069,CORDES SUR CIEL,public,113.4
1136,2021-2022,TOULOUSE,081,TARN,0810026N,COLLEGE DE LA MONTAGNE NOIRE,81120,LABRUGUIERE,public,101.7
1137,2021-2022,TOULOUSE,081,TARN,0810038B,COLLEGE LOUISA PAULIN,81222,REALMONT,public,105.0
1138,2021-2022,TOULOUSE,081,TARN,0810041E,COLLEGE PIERRE SUC,81271,SAINT SULPICE LA POINTE,public,123.0
1139,2021-2022,TOULOUSE,081,TARN,0810043G,COLLEGE EUSTACHE DE BEAUMARCHAIS,81308,VALENCE D ALBIGEOIS,public,103.8
1140,2021-2022,TOULOUSE,081,TARN,0810088F,COLLEGE PRIVE DE LA SALLE CASTRES,81065,CASTRES,privé sous contrat,92.0
1141,2021-2022,TOULOUSE,081,TARN,0810092K,COLLEGE PRIVE PUYSEGUR,81220,RABASTENS,privé sous contrat,110.0
1142,2021-2022,TOULOUSE,081,TARN,0811063R,COLLEGE PRIVE BARRAL,81065,CASTRES,privé sous contrat,114.7
1143,2021-2022,TOULOUSE,081,TARN,0811064S,COLLEGE PRIVE NOTRE DAME,81065,CASTRES,privé sous contrat,104.8
1144,2021-2022,TOULOUSE,081,TARN,0811340S,COLLEGE JEAN MARIE GUSTAVE LE CLEZIO,81145,LISLE SUR TARN,public,119.8
1145,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820014V,COLLEGE DU PAYS DE SERRES,82094,LAUZERTE,public,93.5
1146,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820678S,COLLEGE PRIVE SAINTE CLAIRE,82048,DIEUPENTALE,privé sous contrat,101.5
1147,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820753Y,COLLEGE PRIVE LA SAINTE FAMILLE JEANNE D ARC,82112,MOISSAC,privé sous contrat,93.9
1148,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820896D,COLLEGE MANUEL AZANA,82121,MONTAUBAN,public,93.8
1149,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820922G,COLLEGE SIMONE VEIL,82190,VERDUN SUR GARONNE,public,109.2
1492,2021-2022,TOULOUSE,009,ARIEGE,0090007J,COLLEGE VICTOR HUGO,09160,LAVELANET,public,90.5
1493,2021-2022,TOULOUSE,009,ARIEGE,0090023B,COLLEGE DU GIRBET,09282,SAVERDUN,public,104.7
1494,2021-2022,TOULOUSE,009,ARIEGE,0090490J,COLLEGE LOUIS PASTEUR,09160,LAVELANET,public,95.6
1495,2021-2022,TOULOUSE,009,ARIEGE,0090546V,COLLEGE SABARTHES MONTCALM,09306,TARASCON SUR ARIEGE,public,102.0
1508,2021-2022,TOULOUSE,012,AVEYRON,0120021H,COLLEGE GEORGES ROUQUIER,12199,RIGNAC,public,114.1
1509,2021-2022,TOULOUSE,012,AVEYRON,0120029S,COLLEGE JEAN D ALEMBERT,12270,SEVERAC D AVEYRON,public,106.7
1510,2021-2022,TOULOUSE,012,AVEYRON,0121259D,COLLEGE PRIVE JEANNE D ARC,12145,MILLAU,privé sous contrat,104.7
1703,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310003K,COLLEGE EMILE PAUL VAYSSIE,31028,AURIGNAC,public,106.7
1704,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310005M,COLLEGE JEAN MONNET,31042,BAGNERES DE LUCHON,public,108.6
1705,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310007P,COLLEGE CHARLES SURAN,31080,BOULOGNE SUR GESSE,public,98.3
1706,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310021E,COLLEGE GEORGES BRASSENS,31358,MONTASTRUC LA CONSEILLERE,public,130.7
1707,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311111P,COLLEGE HUBERTINE AUCLERT,31555,TOULOUSE,public,89.7
1708,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311112R,COLLEGE HENRI DE TOULOUSE LAUTREC,31555,TOULOUSE,public,85.5
1709,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311148E,COLLEGE PRIVE SAINTE MARIE DES URSULINES,31555,TOULOUSE,privé sous contrat,116.6
1710,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311264F,COLLEGE JOLIMONT,31555,TOULOUSE,public,85.9
1711,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311319R,COLLEGE LOUISA PAULIN,31395,MURET,public,94.7
1712,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311328A,COLLEGE LES CHALETS,31555,TOULOUSE,public,115.9
1713,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311581A,COLLEGE JEAN MERMOZ,31069,BLAGNAC,public,109.2
1714,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311688S,COLLEGE PIERRE LABITRIE,31557,TOURNEFEUILLE,public,130.1
1715,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311963R,COLLEGE PRIVE LES MARISTES TOULOUSE,31555,TOULOUSE,privé sous contrat,126.5
1716,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311967V,COLLEGE PRIVE L ANNONCIATION,31541,SEILH,privé sous contrat,136.0
1717,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312307P,COLLEGE LEONARD DE VINCI,31557,TOURNEFEUILLE,public,122.1
1718,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312337X,COLLEGE FORAIN FRANCOIS VERDIER,31291,LEGUEVIN,public,128.9
1719,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312610U,COLLEGE MARCEL DORET,31574,VERNET,public,123.4
1720,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312743N,COLLEGE IRENE JOLIOT CURIE,31188,FONTENILLES,public,133.0
1721,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312843X,COLLEGE PIERRE MENDES FRANCE,31248,LABARTHE SUR LEZE,public,118.1
1722,2021-2022,TOULOUSE,032,GERS,0320029H,COLLEGE VAL D ADOUR,32344,RISCLE,public,108.2
1723,2021-2022,TOULOUSE,032,GERS,0320608M,COLLEGE SIMONE VEIL,32242,MASSEUBE,public,109.9
1724,2021-2022,TOULOUSE,032,GERS,0320651J,COLLEGE PRIVE SAINT JOSEPH,32208,LECTOURE,privé sous contrat,121.3
1935,2021-2022,TOULOUSE,046,LOT,0460001B,COLLEGE GEORGES POMPIDOU,46045,CAJARC,public,108.7
1936,2021-2022,TOULOUSE,046,LOT,0460006G,COLLEGE GAMBETTA,46042,CAHORS,public,92.7
1937,2021-2022,TOULOUSE,046,LOT,0460530B,COLLEGE D OLT,46231,PUY L EVEQUE,public,98.4
2199,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650018S,COLLEGE DES TROIS VALLEES,65295,LUZ SAINT SAUVEUR,public,99.5
2200,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650738Z,COLLEGE PRIVE SAINT VINCENT,65059,BAGNERES DE BIGORRE,privé sous contrat,94.0
2201,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650836F,COLLEGE CLIMATIQUE RENE BILLERES,65025,ARGELES GAZOST,public,110.9
2202,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0651004N,COLLEGE PRIVE PRADEAU LA SEDE,65440,TARBES,privé sous contrat,102.3
2497,2021-2022,TOULOUSE,081,TARN,0810002M,COLLEGE ALAIN FOURNIER,81003,ALBAN,public,100.1
2498,2021-2022,TOULOUSE,081,TARN,0810008U,COLLEGE BRASSAC,81037,BRASSAC,public,104.1
2499,2021-2022,TOULOUSE,081,TARN,0810020G,COLLEGE MADELEINE CROS,81081,DOURGNE,public,98.5
2500,2021-2022,TOULOUSE,081,TARN,0810127Y,COLLEGE MARCEL PAGNOL,81163,MAZAMET,public,86.0
2501,2021-2022,TOULOUSE,081,TARN,0810788S,COLLEGE AUGUSTIN MALROUX,81033,BLAYE LES MINES,public,98.6
2502,2021-2022,TOULOUSE,081,TARN,0811061N,COLLEGE PRIVE BON SAUVEUR,81004,ALBI,privé sous contrat,116.3
2503,2021-2022,TOULOUSE,081,TARN,0811065T,COLLEGE PRIVE SAINT JOSEPH DE L APPARITION,81099,GAILLAC,privé sous contrat,104.6
2504,2021-2022,TOULOUSE,081,TARN,0811066U,COLLEGE PRIVE SAINTE GERMAINE,81159,MASSAC SERAN,privé sous contrat,118.4
2505,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820017Y,COLLEGE FRANCOIS MITTERRAND,82112,MOISSAC,public,88.6
2506,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820029L,COLLEGE JEAN ROSTAND,82186,VALENCE,public,90.1
2507,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820048G,COLLEGE PRIVE SAINT ANTOINE,82037,CAUSSADE,privé sous contrat,97.3
2508,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820704V,COLLEGE PIERRE BAYROU,82155,SAINT ANTONIN NOBLE VAL,public,108.9
2509,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820713E,COLLEGE PIERRE FLAMENS,82033,CASTELSARRASIN,public,92.1
2510,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820755A,COLLEGE PRIVE SAINT THEODARD,82121,MONTAUBAN,privé sous contrat,117.7
2892,2021-2022,TOULOUSE,009,ARIEGE,0090012P,COLLEGE GASTON FEBUS,09185,MAZERES,public,107.9
2893,2021-2022,TOULOUSE,009,ARIEGE,0090055L,COLLEGE PIERRE BAYLE,09225,PAMIERS,public,100.9
2894,2021-2022,TOULOUSE,009,ARIEGE,0090574A,COLLEGE ST GIRONS,09261,SAINT GIRONS,public,99.0
2908,2021-2022,TOULOUSE,012,AVEYRON,0120002M,COLLEGE VOLTAIRE,12052,CAPDENAC GARE,public,109.2
2909,2021-2022,TOULOUSE,012,AVEYRON,0120068J,COLLEGE PRIVE SAINT LOUIS,12197,REQUISTA,privé sous contrat,95.3
2910,2021-2022,TOULOUSE,012,AVEYRON,0120078V,COLLEGE PRIVE SACRE COEUR,12120,LAISSAC SEVERAC L EGLISE,privé sous contrat,103.5
2911,2021-2022,TOULOUSE,012,AVEYRON,0120080X,COLLEGE PRIVE NOTRE DAME,12056,BARAQUEVILLE,privé sous contrat,102.2
2912,2021-2022,TOULOUSE,012,AVEYRON,0120082Z,COLLEGE PRIVE SAINT LOUIS,12052,CAPDENAC GARE,privé sous contrat,104.0
2913,2021-2022,TOULOUSE,012,AVEYRON,0120084B,COLLEGE PRIVE SAINTE MARIE,12057,CASSAGNES BEGONHES,privé sous contrat,109.8
2914,2021-2022,TOULOUSE,012,AVEYRON,0120091J,COLLEGE PRIVE SAINT MATTHIEU,12119,LAGUIOLE,privé sous contrat,99.5
2915,2021-2022,TOULOUSE,012,AVEYRON,0120092K,COLLEGE PRIVE SAINT JOSEPH,12138,MARCILLAC VALLON,privé sous contrat,107.0
2916,2021-2022,TOULOUSE,012,AVEYRON,0120101V,COLLEGE AMANS JOSEPH FABRE,12202,RODEZ,public,107.5
2917,2021-2022,TOULOUSE,012,AVEYRON,0120878P,COLLEGE MARCEL AYMARD,12145,MILLAU,public,101.3
2918,2021-2022,TOULOUSE,012,AVEYRON,0121213D,COLLEGE CARCO,12300,VILLEFRANCHE DE ROUERGUE,public,98.0
2919,2021-2022,TOULOUSE,012,AVEYRON,0121256A,COLLEGE PRIVE JEANNE D ARC,12208,SAINT AFFRIQUE,privé sous contrat,102.2
2920,2021-2022,TOULOUSE,012,AVEYRON,0121295T,COLLEGE DE LA VIADENE,12209,SAINT AMANS DES COTS,public,101.8
2921,2021-2022,TOULOUSE,012,AVEYRON,0121430P,COLLEGE PRIVE SAINT JOSEPH LA SALLE,12202,RODEZ,privé sous contrat,113.5
3152,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310012V,COLLEGE DU PLANTAUREL,31135,CAZERES,public,101.8
3153,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310022F,COLLEGE STELLA BLANDY,31375,MONTESQUIEU VOLVESTRE,public,112.9
3154,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310084Y,COLLEGE ANTONIN PERBOSC,31033,AUTERIVE,public,108.5
3155,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311130K,COLLEGE PRIVE JOSEPH NIEL,31395,MURET,privé sous contrat,123.5
3156,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311150G,COLLEGE PRIVE SAINT THOMAS D AQUIN,31555,TOULOUSE,privé sous contrat,126.1
3157,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311160T,COLLEGE PRIVE SAINTE THERESE,31149,COLOMIERS,privé sous contrat,126.9
3158,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311168B,COLLEGE PRIVE SAINTE MARIE DE NEVERS,31555,TOULOUSE,privé sous contrat,116.3
3159,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311169C,COLLEGE PRIVE SAINT LOUIS,31555,TOULOUSE,privé sous contrat,131.5
3160,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311171E,COLLEGE PRIVE SAINT NICOLAS,31555,TOULOUSE,privé sous contrat,131.5
3161,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311231V,COLLEGE MAURICE BECANNE,31555,TOULOUSE,public,96.5
3162,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311232W,COLLEGE NOUGARO,31555,TOULOUSE,public,95.8
3163,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311235Z,COLLEGE BELLEFONTAINE,31555,TOULOUSE,public,63.9
3164,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311237B,COLLEGE HENRI GUILLAUMET,31069,BLAGNAC,public,110.7
3165,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311263E,COLLEGE DU BOIS DE LA BARTHE,31417,PIBRAC,public,135.1
3166,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311325X,COLLEGE VOLTAIRE,31149,COLOMIERS,public,85.2
3167,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311327Z,COLLEGE ALPHONSE DE LAMARTINE,31555,TOULOUSE,public,99.4
3168,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311333F,COLLEGE JEAN MOULIN,31555,TOULOUSE,public,104.8
3169,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311630D,COLLEGE STENDHAL,31555,TOULOUSE,public,66.8
3170,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311851U,COLLEGE LECLERC,31483,SAINT GAUDENS,public,96.5
3171,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311962P,COLLEGE PRIVE LE CAOUSOU,31555,TOULOUSE,privé sous contrat,144.0
3172,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311964S,COLLEGE PRIVE EMILIE DE RODAT,31555,TOULOUSE,privé sous contrat,140.9
3173,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311965T,COLLEGE PRIVE LE FERRADOU,31069,BLAGNAC,privé sous contrat,142.3
3174,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311968W,COLLEGE PRIVE SAINTE THERESE,31483,SAINT GAUDENS,privé sous contrat,102.4
3175,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312220V,COLLEGE DANIEL SORANO,31421,PINS JUSTARET,public,124.0
3176,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312423R,COLLEGE FRANCOIS MITTERRAND,31182,FENOUILLET,public,106.5
3177,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312609T,COLLEGE LES ROUSSILLOUS,31512,SAINT PIERRE DE LAGES,public,131.4
3178,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312611V,COLLEGE JACQUELINE AURIOL,31588,VILLENEUVE TOLOSANE,public,117.6
3179,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312842W,COLLEGE SIMONE VEIL,31490,SAINT JORY,public,109.9
3180,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312885T,COLLEGE PRIVE COLLEGI CALANDRETA DEL PAÍS TOLZAN,31555,TOULOUSE,privé sous contrat,138.0
3181,2021-2022,TOULOUSE,032,GERS,0320006H,COLLEGE MATHALIN,32013,AUCH,public,103.3
3182,2021-2022,TOULOUSE,032,GERS,0320011N,COLLEGE D EAUZE CAZAUBON,32119,EAUZE,public,94.1
3183,2021-2022,TOULOUSE,032,GERS,0320014S,COLLEGE LOUISE MICHEL,32160,L ISLE JOURDAIN,public,109.9
3184,2021-2022,TOULOUSE,032,GERS,0320027F,COLLEGE D ARTAGNAN,32296,NOGARO,public,98.8
3185,2021-2022,TOULOUSE,032,GERS,0320035P,COLLEGE DE L ASTARAC,32256,MIRANDE,public,108.7
3186,2021-2022,TOULOUSE,032,GERS,0320562M,COLLEGE SALINIS,32013,AUCH,public,110.7
3187,2021-2022,TOULOUSE,032,GERS,0320686X,COLLEGE PRIVE SAINT JOSEPH,32132,FLEURANCE,privé sous contrat,106.9
3403,2021-2022,TOULOUSE,046,LOT,0460015S,COLLEGE JEAN MONNET,46143,LACAPELLE MARIVAL,public,109.0
3404,2021-2022,TOULOUSE,046,LOT,0460022Z,COLLEGE JEAN JACQUES FAURIE,46201,MONTCUQ EN QUERCY BLANC,public,104.3
3405,2021-2022,TOULOUSE,046,LOT,0460054J,COLLEGE MARCEL MASBOU,46102,FIGEAC,public,109.2
3406,2021-2022,TOULOUSE,046,LOT,0460528Z,COLLEGE OLIVIER DE MAGNY,46042,CAHORS,public,102.4
3407,2021-2022,TOULOUSE,046,LOT,0460565P,COLLEGE LA GARENNE,46128,GRAMAT,public,100.5
3408,2021-2022,TOULOUSE,046,LOT,0460593V,COLLEGE JEAN LURCAT,46251,SAINT CERE,public,97.9
3409,2021-2022,TOULOUSE,046,LOT,0460594W,COLLEGE LE PUY D ALON,46309,SOUILLAC,public,98.7
3410,2021-2022,TOULOUSE,046,LOT,0460620Z,COLLEGE PRIVE SAINT ETIENNE,46042,CAHORS,privé sous contrat,114.8
3714,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650835E,COLLEGE VICTOR HUGO,65440,TARBES,public,118.5
3715,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650838H,COLLEGE PIERRE MENDES FRANCE,65460,VIC EN BIGORRE,public,105.8
3716,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650877A,COLLEGE PRIVE PEYRAMALE SAINT JOSEPH,65286,LOURDES,privé sous contrat,101.2
3717,2021-2022,TOULOUSE,065,HAUTES-PYRENEES,0650878B,COLLEGE PRIVE NOTRE DAME DE GARAISON,65315,MONLEON MAGNOAC,privé sous contrat,107.8
3978,2021-2022,TOULOUSE,081,TARN,0810036Z,COLLEGE JACQUES DURAND,81219,PUYLAURENS,public,112.7
3979,2021-2022,TOULOUSE,081,TARN,0810044H,COLLEGE RENE CASSIN,81315,VIELMUR SUR AGOUT,public,111.2
3980,2021-2022,TOULOUSE,081,TARN,0810089G,COLLEGE PRIVE SAINT DOMINIQUE,81120,LABRUGUIERE,privé sous contrat,99.3
3981,2021-2022,TOULOUSE,081,TARN,0810122T,COLLEGE PRIVE SAINT JEAN,81271,SAINT SULPICE LA POINTE,privé sous contrat,99.4
3982,2021-2022,TOULOUSE,081,TARN,0810787R,COLLEGE VICTOR HUGO,81060,CARMAUX,public,92.2
3983,2021-2022,TOULOUSE,081,TARN,0811032G,COLLEGE LES CLAUZADES,81140,LAVAUR,public,113.1
3984,2021-2022,TOULOUSE,081,TARN,0811331G,COLLEGE RENEE TAILLEFER,81099,GAILLAC,public,109.9
3985,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820052L,COLLEGE PRIVE NOTRE DAME,82121,MONTAUBAN,privé sous contrat,111.1
3986,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820066B,COLLEGE JEAN DE PRADES,82033,CASTELSARRASIN,public,93.2
3987,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820067C,COLLEGE THEODORE DESPEYROUS,82013,BEAUMONT DE LOMAGNE,public,101.9
3988,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820824A,COLLEGE JEAN HONORE FRAGONARD,82134,NEGREPELISSE,public,98.6
3989,2021-2022,TOULOUSE,082,TARN-ET-GARONNE,0820891Y,COLLEGE VERCINGETORIX,82125,MONTECH,public,108.6
4336,2021-2022,TOULOUSE,009,ARIEGE,0090010M,COLLEGE ANDRE SAINT PAUL,09181,LE MAS D AZIL,public,110.4
4337,2021-2022,TOULOUSE,009,ARIEGE,0090037S,COLLEGE PRIVE JEAN XXIII,09225,PAMIERS,privé sous contrat,106.7
4338,2021-2022,TOULOUSE,009,ARIEGE,0090573Z,COLLEGE MIREPOIX,09194,MIREPOIX,public,99.8
4351,2021-2022,TOULOUSE,012,AVEYRON,0120016C,COLLEGE DU CARLADEZ,12164,MUR DE BARREZ,public,103.0
4352,2021-2022,TOULOUSE,012,AVEYRON,0120017D,COLLEGE JEAN BOUDOU,12169,NAUCELLE,public,110.9
4353,2021-2022,TOULOUSE,012,AVEYRON,0120019F,COLLEGE CELESTIN SOUREZES,12197,REQUISTA,public,97.5
4354,2021-2022,TOULOUSE,012,AVEYRON,0120055V,COLLEGE PRIVE DOMINIQUE SAVIO,12198,RIEUPEYROUX,privé sous contrat,99.6
4355,2021-2022,TOULOUSE,012,AVEYRON,0120081Y,COLLEGE PRIVE SAINT MICHEL,12025,BELMONT SUR RANCE,privé sous contrat,100.4
4356,2021-2022,TOULOUSE,012,AVEYRON,0121174L,COLLEGE PRIVE SAINT MARTIN,12169,NAUCELLE,privé sous contrat,96.8
4357,2021-2022,TOULOUSE,012,AVEYRON,0121258C,COLLEGE PRIVE IMMACULEE CONCEPTION,12096,ESPALION,privé sous contrat,104.7
4586,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310001H,COLLEGE ARMAND LATOUR,31020,ASPET,public,107.1
4587,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310025J,COLLEGE BETANCE,31395,MURET,public,111.5
4588,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0310035V,COLLEGE DES 3 VALLEES,31523,SALIES DU SALAT,public,110.9
4589,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311094W,COLLEGE GEORGES CHAUMETON,31561,L UNION,public,120.9
4590,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311236A,COLLEGE PIERRE DE FERMAT,31555,TOULOUSE,public,122.7
4591,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311266H,COLLEGE JEAN JAURES,31113,CASTANET TOLOSAN,public,125.7
4592,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311580Z,COLLEGE ANDRE ABBAL,31107,CARBONNE,public,108.5
4593,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311582B,COLLEGE DES PONTS JUMEAUX,31555,TOULOUSE,public,112.5
4594,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311631E,COLLEGE MICHELET,31555,TOULOUSE,public,129.7
4595,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311632F,COLLEGE LES VIOLETTES,31022,AUCAMVILLE,public,111.6
4596,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311633G,COLLEGE ANDRE MALRAUX,31446,RAMONVILLE SAINT AGNE,public,108.6
4597,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311718Z,COLLEGE NICOLAS VAUQUELIN,31555,TOULOUSE,public,91.2
4598,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311721C,COLLEGE ALAIN SAVARY,31202,FRONTON,public,122.9
4599,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0311850T,COLLEGE JACQUES PREVERT,31506,SAINT ORENS DE GAMEVILLE,public,129.7
4600,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312092F,COLLEGE VICTOR HUGO,31149,COLOMIERS,public,133.0
4601,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312478A,COLLEGE CLAUDE CORNAC,31230,GRATENTOUR,public,122.9
4602,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312697N,COLLEGE FLORAN TRISTAN,31299,LHERM,public,112.7
4603,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312699R,COLLEGE CONDORCET,31396,NAILLOUX,public,113.8
4604,2021-2022,TOULOUSE,031,HAUTE-GARONNE,0312700S,COLLEGE JEAN DIEUZAIDE,31410,PECHBONNIEU,public,127.5
